r	2015	664	2121	742	mask	r
r	2178	664	2284	742	mask	r
r	806	848	975	919	mask	r
b	1046	855	1188	919	mask	b
b	1244	848	1760	919	mask	b
r	1810	841	1909	933	mask	r
r	1937	841	2376	940	mask	r
r	2411	841	2602	919	mask	r
r	2637	841	2729	919	mask	r
r	2765	841	3083	912	mask	r
r	3175	834	3430	912	mask	r
r	3472	834	3649	933	mask	r
r	898	947	940	1018	mask	r
r	975	940	1067	1018	mask	r
r	1124	940	1188	1018	mask	r
r	1230	947	1471	1018	mask	r
r	1513	940	1605	1011	mask	r
r	1647	940	2149	1032	mask	r
r	2199	940	2503	1032	mask	r
r	2546	961	2673	1032	mask	r
r	2708	933	3055	1011	mask	r
r	3090	933	3649	1025	mask	r
r	898	1039	990	1110	mask	r
r	1025	1039	1357	1110	mask	r
r	1393	1039	1435	1110	mask	r
r	1471	1053	1548	1131	mask	r
r	1591	1039	1697	1131	mask	r
r	1739	1032	1930	1110	mask	r
r	1966	1032	2256	1110	mask	r
r	2291	1032	2772	1110	mask	r
r	2807	1032	3316	1124	mask	r
r	3415	1025	3507	1103	mask	r
r	3613	1060	3649	1096	mask	r
r	806	1138	975	1209	mask	r
b	1046	1138	1584	1209	mask	b
r	1633	1131	1966	1223	mask	r
r	2008	1131	2390	1202	mask	r
r	2432	1131	2531	1202	mask	r
r	2581	1131	2694	1223	mask	r
r	2744	1131	2949	1223	mask	r
r	2991	1124	3026	1202	mask	r
i	3076	1124	3232	1202	mask	i
i	3274	1124	3656	1202	mask	i
r	898	1230	1570	1322	mask	r
r	1612	1223	1824	1301	mask	r
r	1867	1237	2015	1301	mask	r
r	2072	1230	2220	1322	mask	r
r	2270	1223	2517	1322	mask	r
r	2553	1223	2814	1301	mask	r
r	2864	1223	2899	1294	mask	r
r	2949	1251	3019	1322	mask	r
r	3076	1223	3253	1294	mask	r
r	3465	1223	3507	1294	mask	r
r	3557	1223	3649	1294	mask	r
r	806	1336	848	1407	mask	r
r	869	1336	968	1407	mask	r
b	1032	1336	1562	1407	mask	b
r	1619	1336	1782	1407	mask	r
r	1817	1336	2079	1421	mask	r
r	2121	1329	2347	1428	mask	r
r	2383	1329	2517	1407	mask	r
r	2546	1343	2913	1421	mask	r
r	2956	1336	2991	1400	mask	r
r	3026	1329	3090	1400	mask	r
r	3140	1322	3649	1421	mask	r
r	898	1435	1308	1506	mask	r
r	1364	1428	1612	1499	mask	r
r	1654	1442	1810	1506	mask	r
r	1845	1428	1980	1527	mask	r
r	2043	1449	2178	1499	mask	r
r	2206	1428	2736	1499	mask	r
r	2779	1428	3083	1499	mask	r
r	3118	1428	3430	1513	mask	r
r	3472	1442	3656	1499	mask	r
r	898	1527	1287	1619	mask	r
r	1322	1527	1414	1598	mask	r
r	1449	1527	1796	1619	mask	r
r	1845	1520	1888	1591	mask	r
r	1930	1548	2001	1619	mask	r
r	2050	1520	2164	1619	mask	r
r	2227	1534	2298	1598	mask	r
r	2340	1534	2560	1619	mask	r
r	2602	1520	2793	1591	mask	r
r	3458	1520	3507	1584	mask	r
r	3557	1520	3656	1591	mask	r
r	806	1633	983	1704	mask	r
b	1046	1633	1449	1725	mask	b
r	1492	1626	1803	1718	mask	r
r	1845	1633	2107	1725	mask	r
r	2149	1626	2277	1704	mask	r
i	2312	1626	2970	1725	mask	i
r	3005	1633	3041	1697	mask	r
r	3083	1626	3154	1697	mask	r
r	3196	1626	3642	1697	mask	r
r	905	1725	1315	1803	mask	r
r	1372	1725	1442	1796	mask	r
r	1485	1739	1633	1796	mask	r
r	1676	1725	1867	1817	mask	r
r	1902	1746	2036	1796	mask	r
r	2100	1725	2736	1796	mask	r
r	2772	1725	2864	1796	mask	r
r	2906	1725	3415	1817	mask	r
r	3451	1718	3536	1796	mask	r
r	3585	1725	3649	1796	mask	r
r	898	1824	1145	1895	mask	r
r	1188	1824	1223	1895	mask	r
r	1265	1845	1379	1916	mask	r
r	1421	1845	1492	1916	mask	r
r	1541	1817	1647	1916	mask	r
r	1697	1838	1768	1888	mask	r
r	1810	1817	2050	1888	mask	r
r	2086	1817	2347	1895	mask	r
r	3458	1817	3507	1888	mask	r
r	3613	1845	3649	1881	mask	r
r	997	1923	1096	1994	mask	r
r	1138	1916	1329	2008	mask	r
r	1364	1916	1456	1987	mask	r
r	1506	1937	1718	1987	mask	r
r	1753	1909	2043	2008	mask	r
r	2072	1923	2135	1987	mask	r
r	2164	1909	2475	2015	mask	r
r	2503	1909	3048	2015	mask	r
r	3076	1909	3168	1987	mask	r
r	3203	1930	3649	2001	mask	r
r	905	2015	990	2086	mask	r
r	1032	2015	1096	2086	mask	r
r	1138	2015	1435	2107	mask	r
r	1471	2008	1562	2079	mask	r
r	1598	2008	2008	2100	mask	r
r	2050	2022	2418	2100	mask	r
r	2447	2008	2616	2107	mask	r
r	2659	2008	2899	2086	mask	r
r	2927	2008	3111	2086	mask	r
r	3147	2008	3331	2079	mask	r
r	3373	2008	3437	2079	mask	r
r	3465	2008	3649	2079	mask	r
r	898	2107	997	2178	mask	r
r	1025	2114	1343	2206	mask	r
r	1379	2107	1697	2199	mask	r
r	1739	2107	2114	2178	mask	r
r	2149	2128	2277	2199	mask	r
