r	1055	434	1157	493	mask	r
r	1216	434	1641	498	mask	r
r	1695	434	1983	493	mask	r
r	2642	424	2740	493	mask	r
i	293	586	644	688	mask	i
r	649	644	669	683	mask	r
r	722	591	913	669	mask	r
r	947	591	1284	688	mask	r
r	1333	591	1670	688	mask	r
r	1699	591	1939	669	mask	r
r	1973	610	2071	669	mask	r
r	2100	591	2310	669	mask	r
r	2334	610	2481	688	mask	r
r	2505	610	2745	688	mask	r
r	293	713	532	791	mask	r
r	581	713	625	791	mask	r
r	669	713	1020	810	mask	r
r	1050	722	1123	791	mask	r
r	1152	713	1196	791	mask	r
r	1230	713	1690	810	mask	r
i	1734	713	2119	815	mask	i
r	2119	771	2139	805	mask	r
r	2188	718	2378	791	mask	r
r	2413	718	2745	810	mask	r
r	288	854	424	908	mask	r
r	464	840	635	908	mask	r
r	669	835	713	908	mask	r
r	752	835	884	913	mask	r
r	913	835	1152	913	mask	r
r	1191	835	1431	913	mask	r
r	1489	854	1631	932	mask	r
r	1685	835	2134	932	mask	r
r	2188	835	2232	913	mask	r
r	2290	835	2667	932	mask	r
r	2701	840	2750	913	mask	r
r	293	957	537	1050	mask	r
r	586	957	630	1030	mask	r
r	659	981	810	1055	mask	r
r	845	957	1050	1055	mask	r
r	293	1162	600	1245	mask	r
r	630	1157	698	1226	mask	r
i	732	1157	1059	1245	mask	i
r	1524	1162	1812	1250	mask	r
r	1851	1162	1914	1230	mask	r
i	1953	1162	2246	1230	mask	i
r	293	1270	630	1353	mask	r
r	654	1265	727	1343	mask	r
i	766	1265	1040	1343	mask	i
r	1533	1274	1797	1357	mask	r
r	1831	1270	1900	1343	mask	r
i	1939	1270	2144	1343	mask	i
r	293	1382	586	1465	mask	r
r	625	1377	688	1450	mask	r
i	727	1377	996	1470	mask	i
r	400	1572	805	1651	mask	r
r	845	1572	1162	1651	mask	r
r	1196	1572	1509	1651	mask	r
r	1543	1572	1856	1651	mask	r
r	1895	1572	1963	1651	mask	r
i	1997	1577	2369	1670	mask	i
r	2393	1582	2471	1651	mask	r
i	2501	1582	2750	1651	mask	i
r	297	1699	439	1773	mask	r
r	478	1690	654	1773	mask	r
r	683	1690	727	1768	mask	r
r	762	1695	1094	1792	mask	r
r	1123	1699	1387	1773	mask	r
r	1416	1699	1494	1773	mask	r
r	1514	1695	1563	1773	mask	r
r	1592	1695	1665	1773	mask	r
r	1685	1695	2100	1792	mask	r
r	2129	1695	2271	1773	mask	r
r	2300	1695	2588	1773	mask	r
r	2613	1695	2745	1792	mask	r
r	293	1817	371	1895	mask	r
r	410	1817	932	1914	mask	r
r	957	1817	976	1914	mask	r
i	1011	1817	1270	1895	mask	i
r	1314	1822	1392	1895	mask	r
i	1431	1817	1704	1914	mask	i
r	1709	1875	1729	1914	mask	r
r	1768	1841	1914	1895	mask	r
r	1953	1817	2203	1914	mask	r
r	2232	1836	2388	1914	mask	r
r	2417	1817	2750	1914	mask	r
r	293	1939	649	2017	mask	r
r	683	1949	762	2017	mask	r
r	786	1939	830	2017	mask	r
r	869	1939	1040	2017	mask	r
r	1074	1939	1470	2036	mask	r
r	1504	1949	1719	2017	mask	r
r	1748	1963	1924	2022	mask	r
r	400	2061	473	2139	mask	r
r	522	2061	605	2139	mask	r
i	605	2076	996	2163	mask	i
r	1025	2085	1069	2139	mask	r
r	1108	2085	1309	2159	mask	r
r	1343	2061	1631	2139	mask	r
r	1670	2066	1763	2144	mask	r
r	1792	2066	2115	2163	mask	r
r	2149	2066	2422	2163	mask	r
r	2457	2071	2535	2144	mask	r
r	2559	2066	2750	2139	mask	r
r	297	2188	376	2261	mask	r
r	405	2183	722	2286	mask	r
r	747	2188	849	2261	mask	r
r	884	2193	1138	2286	mask	r
r	1167	2207	1318	2261	mask	r
r	1348	2188	1592	2281	mask	r
r	1616	2188	2036	2290	mask	r
r	2071	2188	2369	2281	mask	r
r	2403	2188	2452	2261	mask	r
r	2481	2212	2525	2266	mask	r
r	2549	2212	2755	2286	mask	r
r	302	2310	600	2413	mask	r
i	635	2310	864	2403	mask	i
r	908	2330	1216	2388	mask	r
r	1245	2310	1470	2408	mask	r
r	1494	2334	1509	2408	mask	r
r	1543	2310	1568	2383	mask	r
i	1577	2315	1880	2388	mask	i
r	1909	2320	2027	2388	mask	r
r	2051	2310	2217	2388	mask	r
r	2242	2334	2383	2413	mask	r
r	2408	2315	2544	2388	mask	r
r	2574	2310	2755	2388	mask	r
r	297	2432	576	2525	mask	r
r	610	2432	752	2510	mask	r
r	781	2432	1201	2525	mask	r
r	1240	2432	1377	2510	mask	r
r	1411	2437	1900	2530	mask	r
r	1934	2437	2017	2510	mask	r
r	2041	2432	2232	2510	mask	r
r	2261	2457	2413	2510	mask	r
r	2447	2432	2755	2510	mask	r
r	297	2554	576	2632	mask	r
r	610	2579	713	2632	mask	r
r	757	2554	1191	2647	mask	r
r	1240	2554	1660	2652	mask	r
r	1714	2579	1851	2657	mask	r
r	1905	2554	2354	2657	mask	r
r	2403	2554	2447	2632	mask	r
i	2501	2554	2745	2652	mask	i
r	297	2701	620	2759	mask	r
r	639	2676	996	2759	mask	r
r	1035	2676	1152	2755	mask	r
r	1172	2701	1270	2755	mask	r
r	1304	2686	1489	2774	mask	r
r	1504	2676	1787	2779	mask	r
r	1812	2681	2129	2779	mask	r
i	2144	2686	2388	2755	mask	i
r	2413	2676	2481	2755	mask	r
i	2510	2676	2755	2755	mask	i
i	297	2813	678	2901	mask	i
r	718	2798	932	2877	mask	r
r	976	2798	1103	2891	mask	r
r	1133	2803	1211	2891	mask	r
r	1240	2798	1318	2877	mask	r
r	1353	2798	1670	2877	mask	r
r	1704	2798	1797	2877	mask	r
r	1826	2798	2178	2896	mask	r
r	2212	2798	2466	2896	mask	r
i	2496	2823	2755	2896	mask	i
i	302	2935	429	2999	mask	i
r	464	2930	542	2999	mask	r
r	576	2921	698	2999	mask	r
r	727	2921	1030	3018	mask	r
r	1074	2921	1255	3018	mask	r
r	1289	2921	1563	3018	mask	r
r	1597	2921	1812	2999	mask	r
r	1846	2921	2076	2999	mask	r
r	2110	2921	2481	2999	mask	r
r	2510	2925	2755	3023	mask	r
r	302	3043	591	3121	mask	r
i	635	3043	942	3140	mask	i
r	1006	3043	1450	3145	mask	r
r	1509	3043	1787	3121	mask	r
r	1851	3043	2246	3126	mask	r
r	2290	3048	2359	3121	mask	r
r	2398	3043	2652	3121	mask	r
r	2686	3043	2755	3121	mask	r
r	302	3170	508	3248	mask	r
r	542	3175	659	3248	mask	r
r	698	3170	1020	3243	mask	r
r	1055	3165	1284	3248	mask	r
r	1318	3175	1401	3243	mask	r
r	1436	3189	1807	3243	mask	r
r	1836	3170	2178	3267	mask	r
r	2212	3175	2466	3267	mask	r
r	2501	3189	2588	3243	mask	r
r	2628	3189	2755	3243	mask	r
r	302	3292	630	3385	mask	r
r	674	3292	845	3390	mask	r
r	879	3287	932	3365	mask	r
r	967	3311	1045	3365	mask	r
r	1089	3292	1553	3365	mask	r
r	1587	3311	1685	3365	mask	r
r	1724	3311	1826	3365	mask	r
r	1865	3292	1988	3365	mask	r
r	2027	3292	2569	3370	mask	r
r	2618	3316	2755	3390	mask	r
r	302	3414	478	3512	mask	r
r	517	3414	591	3487	mask	r
r	625	3399	1206	3507	mask	r
r	1240	3409	1421	3512	mask	r
r	1465	3409	1519	3487	mask	r
r	1563	3419	1826	3492	mask	r
r	1861	3414	2056	3487	mask	r
r	2090	3438	2246	3492	mask	r
r	2286	3438	2525	3512	mask	r
r	2574	3414	2755	3492	mask	r
r	302	3536	356	3614	mask	r
r	400	3541	693	3614	mask	r
r	727	3560	908	3609	mask	r
r	962	3531	1035	3609	mask	r
r	1089	3536	1338	3614	mask	r
r	1387	3536	1572	3609	mask	r
r	1611	3536	1895	3634	mask	r
r	1939	3560	2168	3614	mask	r
r	2217	3536	2442	3614	mask	r
r	2481	3560	2501	3614	mask	r
r	2540	3536	2755	3614	mask	r
r	307	3683	459	3761	mask	r
r	503	3658	664	3736	mask	r
r	713	3678	801	3736	mask	r
r	835	3658	1284	3756	mask	r
r	1318	3658	1431	3731	mask	r
r	1465	3653	1704	3736	mask	r
r	1734	3658	1841	3736	mask	r
r	1875	3658	2076	3736	mask	r
r	2110	3678	2417	3736	mask	r
r	2452	3658	2549	3736	mask	r
r	2579	3658	2759	3736	mask	r
r	302	3780	478	3883	mask	r
r	508	3780	757	3883	mask	r
r	791	3805	889	3858	mask	r
r	923	3800	1235	3858	mask	r
r	1270	3780	1411	3858	mask	r
r	1450	3780	1870	3858	mask	r
r	410	3902	483	3981	mask	r
i	547	3902	830	3981	mask	i
r	864	3902	1226	4000	mask	r
r	1255	3902	1758	4000	mask	r
r	1792	3902	1905	3981	mask	r
r	1939	3902	2193	4000	mask	r
r	2237	3922	2544	3981	mask	r
r	2569	3902	2764	3981	mask	r
r	307	4025	786	4127	mask	r
r	835	4025	942	4103	mask	r
r	991	4049	1143	4103	mask	r
r	1186	4025	1328	4103	mask	r
r	1377	4034	1665	4117	mask	r
r	1734	4049	1909	4103	mask	r
r	1968	4025	2246	4103	mask	r
r	2300	4034	2755	4127	mask	r
r	307	4171	459	4249	mask	r
r	483	4147	928	4244	mask	r
r	957	4147	1001	4225	mask	r
i	1030	4171	1274	4239	mask	i
r	1309	4147	1616	4225	mask	r
r	1655	4147	1856	4230	mask	r
r	1890	4152	1968	4225	mask	r
r	2002	4142	2271	4249	mask	r
r	2295	4171	2315	4244	mask	r
i	2349	4147	2623	4249	mask	i
r	2647	4147	2764	4225	mask	r
r	302	4269	762	4371	mask	r
r	786	4293	1099	4347	mask	r
r	1118	4269	1465	4347	mask	r
r	1504	4269	1616	4347	mask	r
r	1651	4293	1792	4347	mask	r
r	1831	4293	1963	4347	mask	r
r	1997	4269	2105	4347	mask	r
r	2144	4279	2403	4352	mask	r
r	2432	4293	2613	4347	mask	r
r	2642	4293	2764	4347	mask	r
r	307	4420	468	4474	mask	r
r	503	4391	928	4484	mask	r
r	972	4415	1113	4493	mask	r
r	1147	4391	1597	4489	mask	r
r	1636	4396	1685	4474	mask	r
i	1714	4391	2022	4489	mask	i
r	2066	4415	2373	4474	mask	r
r	2408	4396	2647	4479	mask	r
r	2686	4401	2764	4469	mask	r
r	312	4508	576	4616	mask	r
r	625	4508	884	4591	mask	r
r	908	4513	1040	4611	mask	r
r	1069	4513	1387	4591	mask	r
r	1416	4513	1607	4591	mask	r
i	1651	4513	1905	4591	mask	i
r	1934	4523	2051	4591	mask	r
r	2085	4513	2281	4596	mask	r
r	2315	4513	2549	4586	mask	r
r	2588	4533	2755	4581	mask	r
