r	242	484	461	521	mask	r
r	486	479	611	518	mask	r
r	629	491	634	507	mask	r
b	666	474	797	504	mask	b
b	830	472	961	502	mask	b
r	244	537	357	569	mask	r
r	380	534	451	560	mask	r
r	212	975	246	1002	mask	r
r	276	970	491	1009	mask	r
r	521	966	675	998	mask	r
r	705	963	723	993	mask	r
r	756	963	781	991	mask	r
r	813	959	968	991	mask	r
r	998	956	1039	989	mask	r
r	161	1016	237	1046	mask	r
r	267	1021	283	1044	mask	r
r	315	1012	364	1042	mask	r
r	396	1007	562	1049	mask	r
r	594	1012	650	1046	mask	r
r	682	1005	710	1035	mask	r
r	742	1002	864	1035	mask	r
r	899	998	1037	1030	mask	r
r	159	1065	230	1092	mask	r
r	253	1055	299	1085	mask	r
r	325	1051	518	1090	mask	r
r	544	1051	622	1079	mask	r
r	647	1046	800	1079	mask	r
r	827	1044	843	1074	mask	r
r	876	1042	1039	1079	mask	r
r	161	1099	189	1127	mask	r
r	202	1097	225	1127	mask	r
r	242	1095	394	1127	mask	r
r	412	1102	451	1122	mask	r
r	468	1102	484	1122	mask	r
r	500	1090	551	1122	mask	r
r	567	1088	694	1122	mask	r
r	710	1088	728	1118	mask	r
r	747	1085	880	1118	mask	r
r	899	1085	1042	1118	mask	r
r	161	1138	283	1175	mask	r
r	313	1136	398	1166	mask	r
r	431	1136	472	1166	mask	r
r	504	1132	689	1171	mask	r
r	721	1138	760	1159	mask	r
r	793	1129	853	1159	mask	r
r	883	1125	1042	1157	mask	r
r	161	1178	332	1215	mask	r
r	371	1178	417	1205	mask	r
r	456	1175	527	1212	mask	r
r	567	1171	816	1210	mask	r
r	857	1168	885	1198	mask	r
r	922	1175	1042	1205	mask	r
r	163	1219	244	1256	mask	r
r	272	1219	315	1249	mask	r
r	341	1215	569	1254	mask	r
r	594	1215	650	1245	mask	r
r	675	1215	767	1242	mask	r
r	795	1212	959	1249	mask	r
r	984	1217	1046	1240	mask	r
r	163	1263	313	1293	mask	r
r	345	1258	442	1298	mask	r
r	474	1258	523	1288	mask	r
r	553	1256	668	1293	mask	r
r	700	1263	740	1284	mask	r
r	774	1251	883	1284	mask	r
r	913	1261	986	1281	mask	r
r	1019	1251	1049	1281	mask	r
r	163	1305	262	1334	mask	r
r	295	1300	449	1339	mask	r
r	486	1300	504	1328	mask	r
r	539	1307	581	1328	mask	r
r	613	1298	705	1334	mask	r
r	740	1298	820	1334	mask	r
r	855	1293	1049	1332	mask	r
r	166	1346	251	1376	mask	r
r	285	1341	468	1381	mask	r
r	502	1341	541	1371	mask	r
r	576	1339	643	1369	mask	r
r	675	1341	707	1369	mask	r
r	740	1339	779	1369	mask	r
r	816	1337	1049	1367	mask	r
r	166	1394	200	1417	mask	r
r	225	1388	315	1417	mask	r
r	343	1383	493	1422	mask	r
r	521	1383	560	1413	mask	r
r	590	1383	657	1413	mask	r
r	682	1383	714	1411	mask	r
r	740	1381	779	1411	mask	r
r	809	1381	836	1408	mask	r
r	864	1378	1049	1415	mask	r
r	168	1429	242	1459	mask	r
r	272	1427	361	1457	mask	r
r	391	1424	564	1457	mask	r
r	594	1422	714	1454	mask	r
r	747	1429	800	1452	mask	r
r	832	1420	892	1452	mask	r
r	926	1420	1051	1450	mask	r
r	170	1468	385	1505	mask	r
r	419	1468	442	1498	mask	r
r	477	1466	571	1505	mask	r
r	604	1466	700	1496	mask	r
r	737	1464	871	1500	mask	r
r	906	1464	949	1494	mask	r
r	989	1461	1051	1491	mask	r
